woy,Hemisphere,age_group,within_variation,sd,se,ci
18,Northern,10-19,0.485660648204174,0.0944511017203782,0.000400087252204937,0.000784173635655778
18,Northern,20-29,0.486198348526297,0.0999212008811313,0.000300652593742662,0.00058927471291741
18,Northern,30-39,0.493425734026729,0.106783937276654,0.000410491938645706,0.000804563806340386
18,Northern,40-49,0.498950733902876,0.109078953613848,0.00063503916928456,0.00124470496472976
18,Northern,Over 50,0.490114061710762,0.110820998849971,0.000368725905810483,0.000722699179263855
18,Southern,10-19,0.51011000253019,0.0875667376319501,0.000535588899168572,0.0010497824881945
18,Southern,20-29,0.510569534126302,0.0933002613848258,0.000387501795066584,0.000759505419828508
18,Southern,30-39,0.519304560137722,0.101211299032842,0.000563757209646125,0.00110498532349903
18,Southern,40-49,0.519731174910062,0.104229909398042,0.00101621240094435,0.00199196891118447
18,Southern,Over 50,0.508171802667507,0.106465841139667,0.000674266729177051,0.00132160266704349
19,Northern,10-19,0.485850473719778,0.095437545794259,0.000399320275289787,0.00078266994252379
19,Northern,20-29,0.486974876799871,0.0989650188418883,0.000295833440145969,0.000579829159316724
19,Northern,30-39,0.494415370315983,0.106451449548594,0.000406285486741805,0.000796318961515221
19,Northern,40-49,0.501186489910359,0.106895933368202,0.000619772492998156,0.00121478119263442
19,Northern,Over 50,0.490732078197645,0.109829511528312,0.000363359277225248,0.000712180531886067
19,Southern,10-19,0.510678845090601,0.0871938277509529,0.000526497835469188,0.00103196233800342
19,Southern,20-29,0.513084720705491,0.092836233237936,0.000382301172020762,0.000749311908620646
19,Southern,30-39,0.522496275068321,0.10133269227673,0.00056006286206016,0.00109774362736171
19,Southern,40-49,0.522242880640085,0.103021350703729,0.000994042336018212,0.00194850676795462
19,Southern,Over 50,0.511543346924519,0.105442986404006,0.000660361389188886,0.00129434598808821
20,Northern,10-19,0.485351366124984,0.0947783190063403,0.000394201966119317,0.000772637834017052
20,Northern,20-29,0.487219618276011,0.0989695001555847,0.000295168445948449,0.000578525751879484
20,Northern,30-39,0.493844775607897,0.105079898639603,0.000399393240742108,0.000782810055552454
20,Northern,40-49,0.500030129786395,0.107429600415851,0.000618956934009133,0.00121318204355103
20,Northern,Over 50,0.490674608747741,0.109187261428826,0.000359923018120853,0.000705445430835491
20,Southern,10-19,0.511826908340825,0.0878452651623341,0.000526198824720706,0.00103137553828584
20,Southern,20-29,0.51253844983709,0.0934901500123711,0.000382578448815252,0.000749855179765699
20,Southern,30-39,0.519630555679987,0.101980163913536,0.000559823774831576,0.00109727445990898
20,Southern,40-49,0.520460846517534,0.105317222614879,0.00101383796764671,0.00198730882803595
20,Southern,Over 50,0.508450739713968,0.108170257123161,0.000678066832039413,0.00132904978248491
21,Northern,10-19,0.484604887145728,0.0941875218711557,0.000387307923828426,0.000759125118475541
21,Northern,20-29,0.485921004565077,0.0983777941794152,0.000291851576500507,0.000572024672242288
21,Northern,30-39,0.493172569119357,0.105824522835305,0.000398999901830791,0.000782038893659212
21,Northern,40-49,0.500095271276274,0.107747619245763,0.000616849847873213,0.0012090514500471
21,Northern,Over 50,0.489790182042833,0.10891225667804,0.000356295503803575,0.000698335401213759
21,Southern,10-19,0.511978111887124,0.088686341220333,0.000523425973622235,0.00102593931321558
21,Southern,20-29,0.512549184515432,0.0927565771165808,0.000375170060269299,0.000735334366662051
21,Southern,30-39,0.521457214786831,0.101681346273981,0.000552045607722973,0.00108202811317112
21,Southern,40-49,0.520017004114917,0.104814574468158,0.000995888225400916,0.00195211837788647
21,Southern,Over 50,0.509808842956778,0.105480818977385,0.000648661512810931,0.00127141140122023
22,Northern,10-19,0.486043955430436,0.093279822421446,0.000378976537010736,0.000742795203789412
22,Northern,20-29,0.487564171520866,0.097602978256382,0.000287486933490652,0.000563469952656846
22,Northern,30-39,0.494797485164681,0.104555895256213,0.000391375575473295,0.000767095041891333
22,Northern,40-49,0.500493546093136,0.107149020853098,0.000607987250727212,0.001191679555528
22,Northern,Over 50,0.492099015490494,0.108884761654985,0.000353099739791449,0.000692071582057648
22,Southern,10-19,0.513572484341315,0.0867224674598117,0.000506171841005101,0.000992119488165491
22,Southern,20-29,0.51280169599319,0.0924629074020983,0.000371474806035118,0.000728091465351535
22,Southern,30-39,0.520895321120193,0.100916479490708,0.000542451971486421,0.00106322351106288
22,Southern,40-49,0.521811475577052,0.104352632726644,0.000979502344062958,0.00191999408309355
22,Southern,Over 50,0.509140275010286,0.105823719559474,0.000648469097822762,0.00127103384675287
23,Northern,10-19,0.487095451690906,0.0938279800029562,0.000378314025654197,0.00074149645570326
23,Northern,20-29,0.487831784053593,0.0980917965581889,0.000287581333502468,0.000563654920226794
23,Northern,30-39,0.495625699610974,0.10507865223696,0.000391564229826716,0.000767464687140606
23,Northern,40-49,0.501434923843636,0.1065856929926,0.000600342265425317,0.00117669440354339
23,Northern,Over 50,0.492449160312679,0.108630570454867,0.000349821080434545,0.000685645324816823
23,Southern,10-19,0.513385511231788,0.0877835379078899,0.00050599271149118,0.000991767375316589
23,Southern,20-29,0.513815787081609,0.0916332844032409,0.000364160711122008,0.000713755522710688
23,Southern,30-39,0.521138360078393,0.100214789032351,0.000534328808886746,0.00104730125872568
23,Southern,40-49,0.523736195735724,0.102008572250018,0.000946717835921347,0.00185572634126935
23,Southern,Over 50,0.511135917496942,0.105769684873688,0.000641004848891885,0.00125640227258152
24,Northern,10-19,0.487789942936899,0.0936089641270441,0.000374937107543516,0.000734877497122183
24,Northern,20-29,0.488306967691341,0.0977859009661712,0.000285673450128411,0.000559915457608709
24,Northern,30-39,0.496118343284241,0.104545018424104,0.000387621394437441,0.00075973661409889
24,Northern,40-49,0.501925839509394,0.106719127811815,0.000597662307138871,0.00117144106794425
24,Northern,Over 50,0.492657958278258,0.108898861941914,0.000349635151292189,0.000685280854392131
24,Southern,10-19,0.514174094390353,0.0867014968451175,0.000493235563975021,0.000966761812137696
24,Southern,20-29,0.513458282033667,0.0918656090752497,0.000361566359140428,0.000708670329250709
24,Southern,30-39,0.522279271191028,0.0989595898392189,0.000522266917876523,0.00102365885996259
24,Southern,40-49,0.523119699765328,0.101029518729395,0.000928597393615777,0.00182020358367896
24,Southern,Over 50,0.512688493217201,0.104312937903257,0.000625503687988604,0.00122601806016163
25,Northern,10-19,0.487793658338586,0.0944829256974026,0.000375375836293492,0.000735737176121532
25,Northern,20-29,0.488278673923653,0.0981920435803455,0.000285873529279699,0.000560307569850817
25,Northern,30-39,0.495588544051678,0.105264610273962,0.000388480551574897,0.000761420441995957
25,Northern,40-49,0.500901272793182,0.106907160684152,0.000597722597881618,0.00117155909273346
25,Northern,Over 50,0.493019008090993,0.108838420644205,0.000348112329284485,0.0006822960762427
25,Southern,10-19,0.512004646662014,0.0867715852658654,0.00048913547365131,0.000958724786488812
25,Southern,20-29,0.512895846320681,0.0915483087567008,0.000357949377606079,0.000701580870440077
25,Southern,30-39,0.522023990646644,0.0992267492105795,0.000518680698662339,0.00101662911159117
25,Southern,40-49,0.524316132707436,0.102977683214213,0.000936664058356482,0.00183601168892761
25,Southern,Over 50,0.511866414552993,0.104971519254826,0.000623825609827638,0.00122272799694074
26,Northern,10-19,0.489270469451204,0.0938791885969823,0.000370246412648318,0.000725683296157371
26,Northern,20-29,0.489329674619052,0.0977532025063716,0.000283498669520798,0.000555652838629442
26,Northern,30-39,0.496717017106559,0.105347874234345,0.000387067774193203,0.000758651293140473
26,Northern,40-49,0.50219325877487,0.10866008372037,0.000604348340220654,0.00118454533320264
26,Northern,Over 50,0.493608518407108,0.10877971556125,0.000345964092923252,0.000678085463853313
26,Southern,10-19,0.512203667024091,0.0872477778605779,0.000485798144268156,0.000952182598135856
26,Southern,20-29,0.513813440283465,0.0912166834582287,0.000354016042934779,0.000693871344346695
26,Southern,30-39,0.523848310965897,0.0979954390830323,0.000506174518555218,0.000992115865250715
26,Southern,40-49,0.525067176715343,0.100217887307125,0.000902314762504863,0.0017686779874379
26,Southern,Over 50,0.512778624636841,0.105129936465584,0.000619290593423286,0.00121383824237965
27,Northern,10-19,0.488699980729596,0.0931532100390108,0.000365740057490127,0.000716850715604386
27,Northern,20-29,0.488703760900884,0.097918957182994,0.000282650016367838,0.000553989439401705
27,Northern,30-39,0.495997903968687,0.10490669029071,0.000383136596877288,0.000750946054637858
27,Northern,40-49,0.502458849597914,0.107426146926213,0.000594814209597672,0.00116585769139114
27,Northern,Over 50,0.492629831336376,0.108748665414461,0.000344876047270429,0.000675952860175575
27,Southern,10-19,0.514999462447583,0.0883744660225163,0.00048895121455586,0.000958362279562642
27,Southern,20-29,0.519022751302187,0.0939949664987255,0.000363280662447193,0.000712029888163253
27,Southern,30-39,0.531033135529942,0.0990768374183973,0.000508046264770868,0.000995784073811871
27,Southern,40-49,0.530690990142833,0.0988815158352897,0.000880138517690271,0.00172520524446924
27,Southern,Over 50,0.517619105261367,0.101883660159351,0.000590324972893394,0.00115706270366768
28,Northern,10-19,0.489025487900523,0.0943663620381428,0.000370408958039804,0.000726001756384616
28,Northern,20-29,0.489386871835171,0.0988498322910116,0.000285516725091001,0.000559608149028892
28,Northern,30-39,0.497972768571124,0.106165105096333,0.000387960291264916,0.000760400488973146
28,Northern,40-49,0.50307744339648,0.107888914731097,0.000597138592187819,0.00117041353202049
28,Northern,Over 50,0.4940574692325,0.109045587723369,0.00034517085935339,0.000676530657495154
28,Southern,10-19,0.519034214184406,0.121318977376778,0.000782328693678617,0.00153341324535497
28,Southern,20-29,0.523685408684653,0.123624181007864,0.000560488193400188,0.00109856400514084
28,Southern,30-39,0.538151349053913,0.125934176024945,0.00076447394391045,0.00149840823161263
28,Southern,40-49,0.540444277184751,0.126485113161016,0.00133112728982141,0.00260931137089996
28,Southern,Over 50,0.525468507572345,0.126563145480176,0.000850586433386449,0.00166720992338352
29,Northern,10-19,0.489249917725087,0.0942523306531294,0.000367858968182121,0.000721003622506746
29,Northern,20-29,0.488910913107844,0.0985710458398368,0.000283566412164319,0.000555785522280446
29,Northern,30-39,0.495676805557947,0.105614299732783,0.000382942125781593,0.000750564718173536
29,Northern,40-49,0.503065267824375,0.107075608929677,0.000589021440670953,0.0011545030966861
29,Northern,Over 50,0.494136812606832,0.109728865652795,0.000346001537033087,0.000678158712607399
29,Southern,10-19,0.520718268961259,0.116417667820305,0.0012513689040845,0.00245298106110324
29,Southern,20-29,0.516674187077419,0.11815357007274,0.000786067602670094,0.00154074673596268
29,Southern,30-39,0.526703355609794,0.120717447880322,0.00107288504699756,0.00210301712707258
29,Southern,40-49,0.527341356011064,0.12585069429264,0.00195593962580448,0.00383469259322999
29,Southern,Over 50,0.515955796778623,0.12697938617996,0.00119786543393418,0.00234802604249934
30,Northern,10-19,0.489816668496839,0.0945892238317265,0.0003674455624214,0.000720193223126374
30,Northern,20-29,0.489366676674969,0.0974614729984659,0.000279586526298041,0.000547984980375897
30,Northern,30-39,0.497131296085274,0.105219652590702,0.000379985600301219,0.000744769847907131
30,Northern,40-49,0.504284253624503,0.106954693202858,0.000587034343649599,0.00115060812625132
30,Northern,Over 50,0.494701223109021,0.108558051246482,0.000341680058207626,0.00066968863819377
30,Southern,10-19,0.519948794505369,0.116706908938442,0.00123108827702528,0.00241321373061087
30,Southern,20-29,0.517754285756204,0.115680757948238,0.000761700772446262,0.00149298443054212
30,Southern,30-39,0.527262327104877,0.12093803195423,0.00105732676566688,0.00207251413216479
30,Southern,40-49,0.528093288805216,0.12419018658942,0.0018827503540519,0.00369114992406915
30,Southern,Over 50,0.515919687646234,0.126657459552391,0.00118108690032107,0.00231513147350988
31,Northern,10-19,0.489942967191428,0.0933532688693984,0.000359580688673106,0.000704777855685263
