woy,Hemisphere,age_group,within_variation,sd,se,ci
31,Northern,20-29,0.489191883713654,0.096727254615344,0.00027632636765162,0.000541595078422987
31,Northern,30-39,0.496903929712561,0.104913482353718,0.000377335364915253,0.000739575305007498
31,Northern,40-49,0.503286473009986,0.106724017529807,0.000582956400076556,0.0011426148132094
31,Northern,Over 50,0.494027048503793,0.108531640994039,0.000339466504674369,0.000665350001767376
31,Southern,10-19,0.523081077380966,0.115601597787107,0.00120235819649726,0.00235688739380018
31,Southern,20-29,0.518887239725715,0.116095667179514,0.000756054879197138,0.00148191640692499
31,Southern,30-39,0.527239197849928,0.118103420761768,0.00102281841184539,0.00200486926458636
31,Southern,40-49,0.527643810748139,0.124443139841614,0.00186842294334817,0.00366304136012671
31,Southern,Over 50,0.51630209818943,0.124781137205329,0.00115026421617684,0.00225470835743138
32,Northern,10-19,0.489751185883692,0.0933445288212975,0.000356508016775754,0.000698755210046611
32,Northern,20-29,0.489435087600022,0.0968292659253159,0.000275263148998053,0.000539511135500176
32,Northern,30-39,0.496600706590528,0.103910735269907,0.000371313478777133,0.00072777229344184
32,Northern,40-49,0.504231297509961,0.106559731770452,0.000578761555436259,0.00113439230896956
32,Northern,Over 50,0.494187247761599,0.108599130660545,0.000337549362632039,0.000661592330052677
32,Southern,10-19,0.518094777475872,0.113834867329895,0.00115940932432396,0.00227268589850603
32,Southern,20-29,0.518379003770712,0.116586895689954,0.000753083098382675,0.00147609029772417
32,Southern,30-39,0.528300076170468,0.12032526068721,0.0010335680887731,0.00202593717105861
32,Southern,40-49,0.525647589208802,0.121910985694279,0.00181855444880147,0.00356526166137793
32,Southern,Over 50,0.517162290264734,0.126659796949988,0.00115609596234445,0.00226613498120269
33,Northern,10-19,0.48810096132151,0.0927915537369275,0.000350776739420516,0.000687521667837504
33,Northern,20-29,0.488362147389051,0.0976464790709601,0.000277442838688347,0.000543783285082011
33,Northern,30-39,0.495928692125435,0.105250536856795,0.000376235652524063,0.000737419733972928
33,Northern,40-49,0.50186640922295,0.108233817884751,0.000589237582548245,0.00115492587232205
33,Northern,Over 50,0.49351037813952,0.108780987125987,0.000338740249751705,0.000663926481969047
33,Southern,10-19,0.520914695197221,0.114376394818217,0.00116197537751696,0.00227771445519492
33,Southern,20-29,0.525243136281765,0.120157698445765,0.000781019084649658,0.00153084756354048
33,Southern,30-39,0.53497047711807,0.122200041831145,0.00105340949445979,0.00206483040094109
33,Southern,40-49,0.535336868951017,0.122949889487468,0.00182132994672783,0.00357068969858381
33,Southern,Over 50,0.521570987301782,0.125091760977044,0.00113248117817092,0.00221984255308445
34,Northern,10-19,0.487186623678903,0.0917817799241749,0.000341590609461864,0.00066951651689853
34,Northern,20-29,0.487330698149519,0.0966996463830117,0.000273404028984334,0.000535867234895875
34,Northern,30-39,0.49548407843458,0.105190605565995,0.000374516953860694,0.000734051003721845
34,Northern,40-49,0.502653810182659,0.107352157496874,0.000579917744899727,0.0011366580425371
34,Northern,Over 50,0.493135959130075,0.108722442367789,0.000335956964172733,0.000658471160156934
34,Southern,10-19,0.516209759488069,0.113840361645035,0.00113942956494356,0.00223351176064746
34,Southern,20-29,0.5155114442357,0.115609637620907,0.000743090136020857,0.00145650273885415
34,Southern,30-39,0.52215238412525,0.120484149561876,0.00103004245075,0.00201902472984545
34,Southern,40-49,0.528832676133051,0.119344613639723,0.00175773078944399,0.00344599398667616
34,Southern,Over 50,0.511432288516982,0.122742648309706,0.0011155657051016,0.00218668724829971
35,Northern,10-19,0.484636234026521,0.0910749060417699,0.000333087455115981,0.000652849985229062
35,Northern,20-29,0.486890590862655,0.0965544942312429,0.000270549940846962,0.000530273179367173
35,Northern,30-39,0.493949597060028,0.104428798769585,0.000367267886776811,0.000719842607426322
35,Northern,40-49,0.500768389730659,0.105558149881683,0.000560386576894964,0.00109837497701952
35,Northern,Over 50,0.492279299209894,0.107269434884029,0.000326534481351977,0.000640003001240682
35,Southern,10-19,0.519807114639039,0.111926559007067,0.00110889055447078,0.00217364380973667
35,Southern,20-29,0.515244533606112,0.113036447180125,0.000719393896779457,0.00141005525831492
35,Southern,30-39,0.523422389904369,0.118532794414733,0.00100343481164668,0.00196686670891409
35,Southern,40-49,0.524283908057823,0.119532631978789,0.00173344961033855,0.00339836402235947
35,Southern,Over 50,0.51321444506229,0.122963418346205,0.00110629800548742,0.00216851672095635
36,Northern,10-19,0.484832959824286,0.0892694578216468,0.0003194373699126,0.000626095443833263
36,Northern,20-29,0.485863587518447,0.0953750735101639,0.000264459803981016,0.000518336514868064
36,Northern,30-39,0.493798887009506,0.104312806411441,0.00036334678739277,0.000712157075572436
36,Northern,40-49,0.500106569499764,0.106574523161058,0.000558387559891898,0.00109445587241154
36,Northern,Over 50,0.491073871011567,0.107043273515306,0.000321782251917582,0.000630688522896522
36,Southern,10-19,0.517642753367037,0.111184747098337,0.00108774884442907,0.00213219558995554
36,Southern,20-29,0.514214717077841,0.111996524854389,0.000707338635260778,0.0013864251883843
36,Southern,30-39,0.521081940276891,0.118438150257629,0.000998066424793746,0.00195634240843465
36,Southern,40-49,0.52123310942167,0.120959694117647,0.0017464486495034,0.00342384052349259
36,Southern,Over 50,0.510997837697272,0.121940981260268,0.00109334431612836,0.00214312403331747
37,Northern,10-19,0.4846344821031,0.0886712430816255,0.000313282921706922,0.000614032520799536
37,Northern,20-29,0.485991281408184,0.09590182200635,0.000264944400941959,0.000519286280888785
37,Northern,30-39,0.493133501134123,0.103845042237222,0.00035972833962753,0.000705064830553814
37,Northern,40-49,0.498916594929143,0.10495638950116,0.000547286617024931,0.00107269736202111
37,Northern,Over 50,0.49072935142578,0.107249742097023,0.000320288359633142,0.000627760426022369
37,Southern,10-19,0.517856507368129,0.111401989943223,0.00107898236415113,0.00211500673923647
37,Southern,20-29,0.514631230822525,0.113040997114031,0.000711484586524179,0.00139455103440727
37,Southern,30-39,0.521927659235508,0.117913706054399,0.00098673421094287,0.00193412746255326
37,Southern,40-49,0.524212916484957,0.119801102954879,0.00172792049299842,0.00338751505782328
37,Southern,Over 50,0.513504112565302,0.122143269685644,0.00109283237837676,0.00214211967154867
38,Northern,10-19,0.484074000749096,0.088286392209805,0.000306594332978865,0.000600922622139458
38,Northern,20-29,0.486388910080259,0.0959609127392702,0.000264109714039151,0.000517650273573483
38,Northern,30-39,0.493399806280935,0.105273480094608,0.000362693005263686,0.000710875440805602
38,Northern,40-49,0.499183298582799,0.106834418871115,0.000552568004674026,0.00108304845726883
38,Northern,Over 50,0.489729238663902,0.107255757224747,0.000318227115495345,0.000623720331010163
38,Southern,10-19,0.514496310325802,0.110301316694262,0.00105182523061906,0.00206176651481862
38,Southern,20-29,0.511484236811206,0.111958559672538,0.000700274613566634,0.00137257801869562
38,Southern,30-39,0.519996241542491,0.118127006015463,0.000979742170359584,0.00192041927478282
38,Southern,40-49,0.517013600614077,0.123727873744531,0.00177206741443463,0.00347405102095877
38,Southern,Over 50,0.510144191719479,0.122273992358861,0.00108753533604266,0.00213173421806244
39,Northern,10-19,0.482667095011242,0.0879746402270625,0.000302498802013639,0.000592895241916988
39,Northern,20-29,0.484535071659416,0.0955273659568844,0.000261052456483794,0.000511658037650342
39,Northern,30-39,0.490498918857834,0.103962648719773,0.000355081998100601,0.000695957754513798
39,Northern,40-49,0.496705198230815,0.106556523960696,0.000546932970794307,0.0010720031094025
39,Northern,Over 50,0.488567657406993,0.106719710580637,0.000314960920962062,0.000617318569710403
39,Southern,10-19,0.514544086354112,0.103413008675197,0.000961243540896832,0.00188419977961967
39,Southern,20-29,0.510913258167931,0.106429716203267,0.000653348915944446,0.00128059875764141
39,Southern,30-39,0.520317763742922,0.112937167166169,0.000915649910677954,0.00179478365173081
39,Southern,40-49,0.520315337377443,0.113104008865938,0.00157759833362182,0.00309276433740498
39,Southern,Over 50,0.511400928375231,0.117989948525003,0.00102541819458525,0.00200996648972926
40,Northern,10-19,0.480968442680186,0.0874465729037076,0.000297038953734317,0.000582193782062349
40,Northern,20-29,0.483265686103014,0.0950701859556315,0.000258581684733987,0.000506815327260276
40,Northern,30-39,0.489776974887486,0.104223758357367,0.000354099287658474,0.000694031547306934
40,Northern,40-49,0.497017253759902,0.106597462370204,0.000544183421993674,0.00106661355392683
40,Northern,Over 50,0.488326693188008,0.106461944578993,0.00031281638330536,0.000613115252015867
40,Southern,10-19,0.512429187276879,0.103176565536667,0.000921623515719348,0.00180652337533643
40,Southern,20-29,0.509675790338688,0.10873631494414,0.000641146860657657,0.00125667763925753
40,Southern,30-39,0.519477101947535,0.113944154259759,0.000896670080749547,0.0017575728102045
40,Southern,40-49,0.519013787883329,0.111666573594204,0.0015219872014826,0.00298371110778286
40,Southern,Over 50,0.508254793493541,0.117168963378325,0.000993099972799069,0.00194660945223108
41,Northern,10-19,0.481082521524848,0.0874625499269825,0.000295161723885086,0.000578514323068257
41,Northern,20-29,0.482466914192452,0.094590616062953,0.000256075276145159,0.000501902770811415
41,Northern,30-39,0.489074285622831,0.102473515954938,0.000346101493197937,0.000678355827839927
41,Northern,40-49,0.495367700521237,0.105488103002094,0.000533858707172564,0.00104637627738855
41,Northern,Over 50,0.487405028197798,0.106743751171549,0.000311718056801571,0.000610962470944243
41,Southern,10-19,0.512758064055399,0.101559148878571,0.000870798490100721,0.00170688557537676
41,Southern,20-29,0.508707825367143,0.104054646020859,0.000587064787641156,0.00115067017363755
41,Southern,30-39,0.517005719084415,0.11130359677765,0.000850811663686892,0.00166767816950571
41,Southern,40-49,0.516307181625379,0.113145268227554,0.0015049959101997,0.00295036970625082
41,Southern,Over 50,0.508604681334654,0.114680294413393,0.000961698638096336,0.00188505515606944
42,Northern,10-19,0.48220308273418,0.0875626768746439,0.000292909103887273,0.000574099069992023
42,Northern,20-29,0.482543624248735,0.0948993998957739,0.000255162157943581,0.000500113015945851
42,Northern,30-39,0.489891089712505,0.102583725801699,0.000343421822880429,0.000673103535001476
42,Northern,40-49,0.495658896202318,0.105094289548513,0.000525524002770724,0.00103003929352044
42,Northern,Over 50,0.487152321949582,0.105494948204997,0.000306056431306358,0.000599865693615135
42,Southern,10-19,0.511617653715548,0.0983483915742635,0.000834030177910802,0.00163481142337679
42,Southern,20-29,0.509450630950299,0.103592826507999,0.000575800118803411,0.00112858969875932
42,Southern,30-39,0.51772862804246,0.11123715150859,0.000841667773918277,0.00164975284881727
42,Southern,40-49,0.515741124403008,0.112879798999183,0.001491080268394,0.00292308107287481
42,Southern,Over 50,0.507539280591311,0.113340277941723,0.000948994309454247,0.00186015252122974
43,Northern,10-19,0.483319401993359,0.0866686146814014,0.000287369983866829,0.000563242313680033
43,Northern,20-29,0.483466219747839,0.0943163950822178,0.000252099981896822,0.000494111157846836
43,Northern,30-39,0.490353027381854,0.10232847355706,0.000340682556979506,0.000667734500264282
43,Northern,40-49,0.495511743390773,0.104702470534343,0.000520482850730304,0.00102015815558877
43,Northern,Over 50,0.487536941731511,0.106113407321174,0.000306069344036621,0.000599890931838718
43,Southern,10-19,0.51321025725577,0.100472109375197,0.000841574131633507,0.00164959508155677
43,Southern,20-29,0.51237062117914,0.103253752161099,0.000567054468422224,0.00111144691011318
43,Southern,30-39,0.5199207269214,0.110315526262376,0.000820150117786712,0.00160757224606399
43,Southern,40-49,0.519844340404514,0.113315374001895,0.00147386720966148,0.00288931837765801
43,Southern,Over 50,0.508606438505087,0.111185267967461,0.000917446397462731,0.00179831010649847
44,Northern,10-19,0.485114352181497,0.0876968916839575,0.000287784581663565,0.000564054767421552
44,Northern,20-29,0.48459007466972,0.0947350411006068,0.000252047620114662,0.00049400849031976
44,Northern,30-39,0.490894450291217,0.103189570664784,0.000341642372066688,0.000669615629043839
44,Northern,40-49,0.496404317568145,0.105935886678536,0.000522473280722844,0.00102405896353193
44,Northern,Over 50,0.488053964105015,0.106554893587301,0.000306144195772917,0.000600037592988236
44,Southern,10-19,0.510804558260837,0.100117485493608,0.000835531752695256,0.00163775021330729
44,Southern,20-29,0.509673370976307,0.104110744344863,0.000568962142136106,0.00111518562076936
44,Southern,30-39,0.518205146108883,0.111505496568808,0.000827762643113941,0.00162249319675862
44,Southern,40-49,0.518343933932251,0.111547163688839,0.00144939802643664,0.00284134865653452
44,Southern,Over 50,0.510763512165813,0.116341608156528,0.000952692077549349,0.00186739373119165
45,Northern,10-19,0.48510472399177,0.0877186872848542,0.000285157361725453,0.000558905307885491
45,Northern,20-29,0.485463805269041,0.0957338874684685,0.000253330748110988,0.000496523350741536
45,Northern,30-39,0.491419634043479,0.1041304573265,0.000342697599039857,0.000671683757171083
45,Northern,40-49,0.497384541539586,0.105454385901379,0.000515541486175272,0.00101047197677379
45,Northern,Over 50,0.487728469571373,0.106430640277095,0.000303897821781337,0.000595634663562316
45,Southern,10-19,0.510221688856313,0.09910544773743,0.000809948897701137,0.00158759902170626
45,Southern,20-29,0.507832797551622,0.10290934332802,0.000555455835828415,0.00108871182436881
45,Southern,30-39,0.515302257741396,0.11092092035308,0.000812264240684843,0.00159211200051776
45,Southern,40-49,0.514115284549647,0.111732635659226,0.00143459343956891,0.00281231271267159
45,Southern,Over 50,0.505371283279698,0.115105536725146,0.000935415567558138,0.00183352739414484
46,Northern,10-19,0.48506601880514,0.086289435517287,0.000278097031688126,0.000545067018800127
46,Northern,20-29,0.484606040571016,0.096016636084052,0.000252711237258247,0.00049530907641611
46,Northern,30-39,0.490040480259709,0.104072901833645,0.000340091178473717,0.000666575076863172
46,Northern,40-49,0.495445757552575,0.106623382906583,0.000518383864528719,0.00101604277406064
46,Northern,Over 50,0.485132572282013,0.106781238836717,0.000302981892647719,0.000593839384272542
46,Southern,10-19,0.511324864751843,0.0979964708898066,0.000792513544307502,0.0015534209816289
46,Southern,20-29,0.508520026610577,0.102534745556426,0.000546853920673893,0.00107185089246089
46,Southern,30-39,0.517150132471015,0.110591335194564,0.000801092083726403,0.00157021136092134
46,Southern,40-49,0.516613154661116,0.113307021477561,0.00144554368174271,0.00283377189483952
46,Southern,Over 50,0.506269258252286,0.114131208970063,0.000917049393134589,0.00179752425631118
47,Northern,10-19,0.485226344627732,0.0859347221861475,0.000273378170278912,0.000535817931294588
47,Northern,20-29,0.484581652387815,0.0944153870318734,0.000246620471185586,0.000483371233209625
47,Northern,30-39,0.490241529834454,0.102239965543907,0.000331130408207819,0.000649011914328597
47,Northern,40-49,0.495349387365155,0.104112466423384,0.000500888148900083,0.000981750236589046
47,Northern,Over 50,0.485570354968424,0.105617922480912,0.000296903368939864,0.000581925475995243
47,Southern,10-19,0.510572439014008,0.0976947982289107,0.000781908759456803,0.00153263184444169
47,Southern,20-29,0.508424300205859,0.101388139950083,0.000536175071517787,0.00105091940389288
47,Southern,30-39,0.516042719712851,0.108405433639541,0.000776646046396028,0.00152229285556711
47,Southern,40-49,0.513818575982371,0.110019474843018,0.00138228074370487,0.00270973827666153
47,Southern,Over 50,0.507157682554846,0.115337734769565,0.000921199705012619,0.00180565767032296
48,Northern,10-19,0.487259817263816,0.0857266034572424,0.000269907674144571,0.00052901566776276
48,Northern,20-29,0.485903506123061,0.0945581826190959,0.000245837975334925,0.000481837519714373
48,Northern,30-39,0.491662730301059,0.102575165055665,0.000330144694829193,0.000647079824948929
48,Northern,40-49,0.497078574599336,0.10395927017733,0.000497111284347419,0.000974347179876436
48,Northern,Over 50,0.486979562139634,0.105701602825548,0.000295528090527879,0.000579229894162112
48,Southern,10-19,0.510922957810614,0.0969077265769626,0.000759926215692662,0.00148953888526066
48,Southern,20-29,0.508995578274912,0.101019363611251,0.000524954796528383,0.0010289261262269
48,Southern,30-39,0.519238167576457,0.107529167496598,0.000757022432329929,0.00148382572235742
48,Southern,40-49,0.516445196607791,0.110679629181296,0.00135744483700658,0.00266102754152829
48,Southern,Over 50,0.505789119249438,0.112366521826657,0.000873344244609006,0.00171184843670737
49,Northern,10-19,0.486576391234965,0.0853379001235642,0.000265395945353212,0.000520172583906982
49,Northern,20-29,0.485669383692597,0.0933095637909258,0.000240346518161104,0.000471074302366143
49,Northern,30-39,0.48953047700293,0.101597216463071,0.000324307184577143,0.000635638241050025
49,Northern,40-49,0.495855689652159,0.10415984003249,0.000494549116872746,0.000969324906912966
49,Northern,Over 50,0.485909859684477,0.104198340170425,0.000288438933519308,0.000565335164821065
49,Southern,10-19,0.508139900087001,0.097297013495403,0.000756014297810904,0.00148186909159508
49,Southern,20-29,0.508419356404935,0.102846784315666,0.000530307175528205,0.0010394164143611
49,Southern,30-39,0.516218968137479,0.10748829993156,0.000750456344136122,0.00147095419546215
49,Southern,40-49,0.518646786057199,0.108192187607047,0.00132733666255905,0.00260200614198035
49,Southern,Over 50,0.506506847278075,0.113954862954975,0.000881598068216801,0.00172802565190757
50,Northern,10-19,0.485613983173559,0.0844398313601566,0.000258661571618715,0.000506973122592036
50,Northern,20-29,0.485256554299036,0.0930596427890157,0.000238153794634494,0.000466776560423635
50,Northern,30-39,0.490622660267323,0.101358002228993,0.000321261900196251,0.00062966941058117
50,Northern,40-49,0.496208673655539,0.10370115238827,0.000487655920888195,0.000955813625215157
50,Northern,Over 50,0.48435601964823,0.10357575941907,0.000283745776793091,0.00055613655504836
50,Southern,10-19,0.510147205055887,0.0984798234817452,0.000756999779767426,0.00148379842856675
50,Southern,20-29,0.507346240923152,0.100890537039436,0.000514908504975583,0.00100923394349319
50,Southern,30-39,0.517242382221447,0.108969240787255,0.000753936388827859,0.00147777379483091
50,Southern,40-49,0.518954688558376,0.108992226353479,0.001322990115035,0.0025934755535179
50,Southern,Over 50,0.506334035989181,0.113377024790181,0.000875322120742242,0.00171572361840977
51,Northern,10-19,0.483496284288797,0.084161340253058,0.000255055444236643,0.000499905041907844
51,Northern,20-29,0.484089456359754,0.0928531369992445,0.000236484280953789,0.000463504312597121
51,Northern,30-39,0.490314929212626,0.101395505815208,0.000319139530796352,0.000625509486695625
51,Northern,40-49,0.494201559529092,0.10350575041453,0.000484179478469964,0.000948999474648535
51,Northern,Over 50,0.483242691155317,0.103337438146685,0.000280748142230398,0.000550261163439013
51,Southern,10-19,0.508502613581537,0.0980308388632807,0.000750648907913373,0.00147134924972631
51,Southern,20-29,0.509030321363856,0.101922881767319,0.000515472536062493,0.00101033888535115
51,Southern,30-39,0.517070877271681,0.10825693204938,0.000741590214225493,0.0014535726749387
51,Southern,40-49,0.51764015676445,0.108190405052812,0.00129636765419,0.00254127559317259
51,Southern,Over 50,0.508106752330027,0.112206560503274,0.00086000346384203,0.00168569567848085
52,Northern,10-19,0.483839355684173,0.104286119539927,0.000341422916804347,0.000669185302028189
52,Northern,20-29,0.48412865838308,0.117216566688516,0.000323726098248873,0.000634497351118281
52,Northern,30-39,0.489877681158581,0.12528190031914,0.00043441516891945,0.000851450476639691
52,Northern,40-49,0.493896691013731,0.125618519349977,0.000653908449760127,0.00128167904790071
52,Northern,Over 50,0.482839069985649,0.124053956566727,0.000374898304427457,0.000734795297089626
52,Southern,10-19,0.514249716980522,0.11824383398751,0.000978995342546832,0.00191895483857954
52,Southern,20-29,0.513541438372681,0.125603729582796,0.000696413496182921,0.00136499616224993
52,Southern,30-39,0.52143373259014,0.133524929138086,0.00101152346715739,0.00198268729310035
52,Southern,40-49,0.523043817792744,0.130884137647478,0.00173041807173171,0.00339227490910736
52,Southern,Over 50,0.511903021069637,0.131681846968248,0.00110955154798076,0.0021748679787124
