woy,Hemisphere,age_group,within_variation,sd,se,ci
6,Northern,Over 50,0.467557146757966,0.783324879284849,0.0028157304642764,0.00551881661113012
6,Southern,10-19,1.2168978494533,0.502489644886216,0.00354023997458182,0.00693915976939473
6,Southern,20-29,1.05423847110142,0.567743011342936,0.00267244949950634,0.00523804524819001
6,Southern,30-39,0.975327652445834,0.626883167711183,0.00393962385214007,0.00772189000440372
6,Southern,40-49,0.890458656327787,0.661875684725545,0.007332930495311,0.0143744154737016
6,Southern,Over 50,0.586051738425981,0.685181962364508,0.00484605860522614,0.00949867546326278
7,Northern,10-19,1.18123382523526,0.591922747860553,0.0027898856508053,0.0054682224294955
7,Northern,20-29,0.944380690322875,0.675401099477621,0.00216112031668433,0.00423577047826661
7,Northern,30-39,0.79682680649032,0.751038783251173,0.0031084061405456,0.00609249040393792
7,Northern,40-49,0.736404531795148,0.774696682487911,0.00488770054984815,0.00958017863086619
7,Northern,Over 50,0.467931261724943,0.784240093396394,0.00281105890454038,0.00550965989306751
7,Southern,10-19,1.21652161679712,0.50445455790267,0.00351572559392187,0.00689110068941868
7,Southern,20-29,1.0583207102159,0.571585695455779,0.00267569792924159,0.00524441067693485
7,Southern,30-39,0.978679652513627,0.62308390058202,0.00390996096270136,0.00766374794793824
7,Southern,40-49,0.907985249775697,0.655222469331375,0.00722032888998158,0.0141536651072275
7,Southern,Over 50,0.583042319301819,0.698877745237344,0.0049628243445303,0.00972755071726267
8,Northern,10-19,1.17462209065902,0.590592829869046,0.0027753679868159,0.00543976670012078
8,Northern,20-29,0.939683496005542,0.672154470975287,0.00213483516638669,0.00418425112821153
8,Northern,30-39,0.789863873360925,0.750512248502268,0.00308024479797114,0.00603729195694389
8,Northern,40-49,0.727910019432094,0.755745949578368,0.00474010601646931,0.00929087947431151
8,Northern,Over 50,0.461697975926594,0.776806293047897,0.0027738129099403,0.00543665730730187
8,Southern,10-19,1.2134671026733,0.490514020928277,0.00337196712825493,0.0066093121846901
8,Southern,20-29,1.06004422147843,0.567310377761844,0.00261308525549273,0.00512168451293275
8,Southern,30-39,0.978806657926701,0.623398227878648,0.0038522494094404,0.0075506190917602
8,Southern,40-49,0.900015776371173,0.636035596854488,0.00692982461474502,0.0135841586700106
8,Southern,Over 50,0.584900458687911,0.687274916809471,0.00480247947880153,0.00941324316270618
9,Northern,10-19,1.17346003912221,0.593681861116696,0.00276439255275841,0.00541825203498968
9,Northern,20-29,0.948575483801767,0.666126408449351,0.00210305147563639,0.00412195487893849
9,Northern,30-39,0.803203053580218,0.733491315489342,0.00299436594565143,0.00586896779724135
9,Northern,40-49,0.736021395374939,0.753690289397641,0.00469773644980618,0.00920782724400043
9,Northern,Over 50,0.464480602097559,0.774801579722269,0.00275034346176042,0.00539065634612439
9,Southern,10-19,1.20516505566906,0.480941830706721,0.00326507158728404,0.00639977974513145
9,Southern,20-29,1.04417649541876,0.564843919655086,0.00256617369779207,0.00502973368231715
9,Southern,30-39,0.969993770833713,0.624992491888072,0.00381476126465514,0.00747713186093515
9,Southern,40-49,0.8815774410911,0.650434893953975,0.00699756531132204,0.0137168977872417
9,Southern,Over 50,0.571643094076742,0.67940281288236,0.00469728055938321,0.00920703343630102
10,Northern,10-19,1.17093172266041,0.594745505762481,0.00275047593664527,0.00539097333132694
10,Northern,20-29,0.948410907659756,0.665979199236198,0.0020942120843128,0.00410462938758055
10,Northern,30-39,0.801690268762597,0.733787657530097,0.00297764101291663,0.00583618546469248
10,Northern,40-49,0.732879114429017,0.757449090061418,0.00468840234908518,0.00918952590514178
10,Northern,Over 50,0.458430060252975,0.773527799321929,0.00273685293556933,0.00536421446377855
10,Southern,10-19,1.20046347071481,0.472754495262059,0.00315639966723028,0.00618676348782998
10,Southern,20-29,1.04102093130626,0.558834020873681,0.00249748400552841,0.00489509704123203
10,Southern,30-39,0.961092384524853,0.621155854331312,0.00371976289812827,0.00729091778901876
10,Southern,40-49,0.870552977616619,0.629673963815133,0.00662374485266916,0.0129840405515087
10,Southern,Over 50,0.569464061137186,0.684485051297948,0.00465345460294293,0.00912111370341684
11,Northern,10-19,1.17578009524677,0.591037832744276,0.00270475911668083,0.00530136483704825
11,Northern,20-29,0.950994274558243,0.663995503520494,0.00208031545739761,0.00407739181597658
11,Northern,30-39,0.805567999486496,0.731971082282331,0.00295568019496842,0.00579314106304158
11,Northern,40-49,0.741589089417644,0.741965479160204,0.0045714195761633,0.00896022943264829
11,Northern,Over 50,0.469021962661487,0.766838307623417,0.00269966632756508,0.00529132815005554
11,Southern,10-19,1.2047320278201,0.4720108048714,0.00309576853948419,0.00606791078346578
11,Southern,20-29,1.04579435037522,0.556623545967722,0.00245671507332624,0.00481518659751326
11,Southern,30-39,0.966987677110467,0.613603382415671,0.00363066212771536,0.00711626857446553
11,Southern,40-49,0.875281189108955,0.634916885178039,0.00660977409514389,0.0129566189555671
11,Southern,Over 50,0.578277713259479,0.669832278991965,0.00448653477158018,0.00879392410573053
12,Northern,10-19,1.18353638186579,0.571906677674684,0.00258982878266673,0.00507609713322511
12,Northern,20-29,0.958705253635201,0.655428702177297,0.00204428561594777,0.00400677336022633
12,Northern,30-39,0.814020547345286,0.721162764126081,0.00289651631758022,0.00567717851445165
12,Northern,40-49,0.746990020528989,0.744723756822224,0.00455414009324578,0.00892635460729977
12,Northern,Over 50,0.474784822649903,0.758495310574358,0.00265903106254658,0.00521168264113017
12,Southern,10-19,1.20750495697129,0.468524917724125,0.00302860891211137,0.00593626463081009
12,Southern,20-29,1.05261060172126,0.542159452150596,0.00236744080837628,0.0046402058141099
12,Southern,30-39,0.973161311611526,0.609842912438704,0.00358013340229619,0.00701722525265567
12,Southern,40-49,0.888439692431039,0.630860620117792,0.00650302662029372,0.0127473375936678
12,Southern,Over 50,0.58006390123072,0.679075872462073,0.00450986774692871,0.00883965027111225
13,Northern,10-19,1.17975832723286,0.542243552049393,0.00241156767359167,0.0047266989464639
13,Northern,20-29,0.962993641679289,0.639377285419637,0.00198247230548003,0.00388561953387346
13,Northern,30-39,0.815341078952153,0.708453444644356,0.00282499098411549,0.00553698714890716
13,Northern,40-49,0.758770061476683,0.711259383786696,0.0043082898721679,0.00844446800746156
13,Northern,Over 50,0.476703106972018,0.743232385412667,0.00256396806639939,0.00502535745526479
13,Southern,10-19,1.20401856079196,0.470145975881333,0.00301091198042657,0.00590157201828033
13,Southern,20-29,1.0453311567687,0.551876575613883,0.00238236627957782,0.0046694574290818
13,Southern,30-39,0.968190671204445,0.610961707585618,0.00354259582000697,0.00694364279361569
13,Southern,40-49,0.87721432101305,0.649098206187722,0.00661347366929627,0.0129637992422603
13,Southern,Over 50,0.577968848474415,0.674166943143849,0.00443924949715479,0.00870122579950054
14,Northern,10-19,1.17598878492438,0.537315773772131,0.00236567589459083,0.00463674834258121
14,Northern,20-29,0.964612168616628,0.626757817554844,0.00192353855763629,0.00377010927683665
14,Northern,30-39,0.823125259869609,0.695305841891587,0.00274278648814318,0.00537586398599188
14,Northern,40-49,0.755929668600065,0.712111561283871,0.00426429399063613,0.00835822542151388
14,Northern,Over 50,0.485239206953141,0.730162839727026,0.00249529542511472,0.00489075829963958
14,Southern,10-19,1.2015242335392,0.473085143066018,0.0030067621356781,0.00589343364782144
14,Southern,20-29,1.03979379220332,0.548069402700064,0.00235058446201951,0.0046071634624168
14,Southern,30-39,0.963438122050781,0.60925245340715,0.00350492557822988,0.00686980309499049
14,Southern,40-49,0.882623832996161,0.637402438855956,0.0064499353398096,0.0126432080818516
14,Southern,Over 50,0.569630322973462,0.67732530412251,0.00443188793540025,0.00868679090713008
15,Northern,10-19,1.18014010529008,0.533200750215964,0.00232257080740558,0.0045522596801436
15,Northern,20-29,0.964876288310029,0.61867759892478,0.00188357035101435,0.00369177146841069
15,Northern,30-39,0.832115085492914,0.678201711725272,0.00265167447853656,0.00519728264269803
15,Northern,40-49,0.771857666886058,0.693034517190669,0.0041192259465467,0.00807387975049996
15,Northern,Over 50,0.495071428069288,0.717439793729969,0.00243423806707909,0.0047710854216549
15,Southern,10-19,1.18820502381254,0.480921139439002,0.00303048062721564,0.00593991837387872
15,Southern,20-29,1.0368065227939,0.546528636991485,0.00232837478806381,0.00456363098405066
15,Southern,30-39,0.964160450084856,0.612645463637079,0.00350426565380753,0.00686850647320693
15,Southern,40-49,0.87540948351757,0.643265351584415,0.00647389410063177,0.0126901551606599
15,Southern,Over 50,0.567956669608828,0.673742859031507,0.00440091686995322,0.00862608406237843
16,Northern,10-19,1.17927801869906,0.530428090461824,0.00228562741367368,0.0044798480933581
16,Northern,20-29,0.966327144767241,0.609152188880248,0.0018444681557615,0.00361513127352209
16,Northern,30-39,0.82916301867673,0.681171728886793,0.00264642990744025,0.00518700207090625
16,Northern,40-49,0.771659961940307,0.690347088189359,0.00406318569915606,0.00796403156812591
16,Northern,Over 50,0.497480239843256,0.718990303375869,0.0024217901598338,0.00474668667502582
16,Southern,10-19,1.19823640286282,0.463909409276279,0.002885100261726,0.00565495734350783
16,Southern,20-29,1.04410364385069,0.540443301490273,0.00227577770179484,0.0044605380672713
16,Southern,30-39,0.970991427754464,0.609321990812785,0.00344359647087961,0.00674958599848129
16,Southern,40-49,0.895497342759216,0.606026423911358,0.00599175081734581,0.0117450055523074
16,Southern,Over 50,0.579374365341888,0.656093554156212,0.00419780069732991,0.00822794587772739
17,Northern,10-19,1.18024923731683,0.525702254723477,0.0022507669036899,0.00441151994875851
17,Northern,20-29,0.972966635261382,0.603192283481703,0.00182147718434689,0.00357006908328785
17,Northern,30-39,0.834465194621261,0.682048261386838,0.00263600544171019,0.00516656913748518
17,Northern,40-49,0.783283400984825,0.681578403975798,0.00398808963903619,0.00781683599620946
17,Northern,Over 50,0.506304720701386,0.719123950148429,0.00240699568518789,0.00471768882642671
17,Southern,10-19,1.2004354463968,0.470642884192307,0.00290437309680606,0.00569272907402376
17,Southern,20-29,1.04434127626376,0.541526750798426,0.00226370289029133,0.00443686997913507
17,Southern,30-39,0.971430981270488,0.607368737196557,0.00340552640969494,0.00667496311632347
17,Southern,40-49,0.884727249599078,0.623722456986802,0.00612081201237525,0.0119979697222063
17,Southern,Over 50,0.585116345828365,0.665487147308474,0.00424523508967188,0.00832091773543304
18,Northern,10-19,1.17829542498554,0.523761894392153,0.00221759873551401,0.00434650796479929
18,Northern,20-29,0.969115547830263,0.60914527317845,0.00183285533732778,0.00359236981553343
18,Northern,30-39,0.833159783235537,0.677058327397743,0.00260270404405177,0.00510129743197506
18,Northern,40-49,0.775691446727977,0.691292022090854,0.00402458491668082,0.00788836511047467
18,Northern,Over 50,0.499657470189626,0.716836210479869,0.00238507217738376,0.00467471820644529
18,Southern,10-19,1.20250793509165,0.462143570227251,0.00282594518337128,0.00553900147184365
18,Southern,20-29,1.04410292682442,0.546899974158339,0.00227142688094003,0.00445200783269065
18,Southern,30-39,0.965084552759458,0.602449922657254,0.0033557072243344,0.00657731230643898
18,Southern,40-49,0.886598246988936,0.623835164045671,0.00608221798819172,0.0119223000351758
18,Southern,Over 50,0.57344500415988,0.66432217768787,0.00420726814417178,0.0082464943911603
19,Northern,10-19,1.17863465761358,0.515363382946561,0.00215540785966194,0.00422461121908543
19,Northern,20-29,0.975467724051209,0.603392943339602,0.00180370612037313,0.00353523727038548
19,Northern,30-39,0.842620982143024,0.672229209719153,0.00256564821644942,0.00502866676267656
19,Northern,40-49,0.790101791211698,0.667338322783529,0.00386916436343862,0.00758373137403915
19,Northern,Over 50,0.506093508864137,0.709919818454504,0.00234869434027311,0.00460341730440142
19,Southern,10-19,1.20318055168186,0.463633614262725,0.00279892187072263,0.00548602806557496
19,Southern,20-29,1.0526657943717,0.540654128710984,0.00222642280772343,0.00436379808786247
19,Southern,30-39,0.980026591437547,0.60285664142982,0.00333197123677623,0.00653078509485375
19,Southern,40-49,0.896784332543757,0.617199070757149,0.00595528986848646,0.0116734692209979
19,Southern,Over 50,0.58776343506357,0.664170440651569,0.00415952288345091,0.00815290209981648
20,Northern,10-19,1.18319652713819,0.52320019918193,0.00217517247221396,0.00426334889773751
20,Northern,20-29,0.97747092375707,0.60480638687454,0.00180378562115412,0.00353539291557555
20,Northern,30-39,0.844368154818124,0.668119448947603,0.00253942376584522,0.00497726615382587
20,Northern,40-49,0.783691418686143,0.678474410107795,0.00390903846852636,0.00766188246223996
20,Northern,Over 50,0.510368013670154,0.702389394250024,0.00231534436679079,0.00453805125576831
20,Southern,10-19,1.20347366915049,0.464985471138156,0.00278454383331925,0.00545784253584158
20,Southern,20-29,1.04542439385646,0.539135132973492,0.00220623758596504,0.00432423385779514
20,Southern,30-39,0.970147583387421,0.611619562848184,0.00335750757102931,0.00658083395573881
20,Southern,40-49,0.898244098835824,0.637407002472365,0.00613600894426803,0.0120277057409441
20,Southern,Over 50,0.578516933026336,0.668980128515915,0.00419351167783236,0.00821952279616455
21,Northern,10-19,1.18112225111958,0.513355269421756,0.00211009103193633,0.00413578700285098
21,Northern,20-29,0.977146269698332,0.594765527616768,0.00176445567143475,0.00345830640780093
21,Northern,30-39,0.842772204593231,0.674114611762566,0.00254167613242695,0.0049816793977211
21,Northern,40-49,0.788427805672151,0.675857221509318,0.00386924952208103,0.00758389057141769
21,Northern,Over 50,0.508319199305644,0.70170180178178,0.00229554693485775,0.00449924759825952
21,Southern,10-19,1.19960331485025,0.474989970748405,0.0028024592256208,0.00549295059465181
21,Southern,20-29,1.04507587193641,0.544412343359992,0.00220197012458762,0.00431586759831031
21,Southern,30-39,0.975187513354282,0.604017910668087,0.00327931766040797,0.0064275738289373
21,Southern,40-49,0.886128348346316,0.630097655999586,0.00598682806896612,0.0117352498007198
21,Southern,Over 50,0.58047699361012,0.663828927317588,0.00408226140464272,0.00800145158933901
22,Northern,10-19,1.1865439527777,0.507375172255748,0.00206056077190923,0.00403870552741294
22,Northern,20-29,0.982114408463046,0.595867326240573,0.00175511109853838,0.00343999066529082
22,Northern,30-39,0.856283458119294,0.657257023471359,0.00246025673793542,0.00482209637933519
22,Northern,40-49,0.790609520146346,0.678368703476958,0.00384921411061513,0.00754461504740995
22,Northern,Over 50,0.51694153076406,0.703546750028713,0.00228151460856768,0.00447174338211537
22,Southern,10-19,1.20560192107886,0.460075552590485,0.00268444804970108,0.00526163831781911
22,Southern,20-29,1.04506941815411,0.543913714026243,0.00218520320304306,0.00428300325175775
22,Southern,30-39,0.970270273728825,0.603835677638394,0.00324577170588818,0.00636181813439935
22,Southern,40-49,0.902114418694429,0.62123111781271,0.00583116419972254,0.0114300908301804
22,Southern,Over 50,0.579770283805522,0.663614673679168,0.00406651373183708,0.00797058272908316
23,Northern,10-19,1.18904311347759,0.514023115616886,0.00207166359773665,0.00406046587076152
23,Northern,20-29,0.986554419527499,0.600646100321948,0.00176094854569389,0.00345143163486324
23,Northern,30-39,0.854643411887206,0.663384315568354,0.00247202988499389,0.00484517097776948
23,Northern,40-49,0.797756667610387,0.673970420194242,0.00379612795609589,0.00744055979118518
23,Northern,Over 50,0.518912358041217,0.702110782503148,0.00226099477791145,0.00443152395786022
23,Southern,10-19,1.20059418131361,0.458273375197808,0.0026407420564215,0.00517596735239772
23,Southern,20-29,1.04208763688653,0.533644794631103,0.00212076287743046,0.00415669831998611
23,Southern,30-39,0.966491422263279,0.598805692672701,0.00319273368341991,0.00625785836325786
23,Southern,40-49,0.903583466474486,0.608477253509634,0.00564713588224843,0.0110693370419255
23,Southern,Over 50,0.581316246645481,0.666102693508963,0.00403683774712093,0.00791240835119024
24,Northern,10-19,1.19108052881798,0.510531233612772,0.0020440718179799,0.00400638488127154
24,Northern,20-29,0.987971183598702,0.595776905862883,0.00174051312636122,0.00341137828237958
24,Northern,30-39,0.857434403003295,0.660646342839788,0.00244947736871326,0.00480096730759379
24,Northern,40-49,0.805358818035773,0.671861597488929,0.00376264649708641,0.00737493159296632
24,Northern,Over 50,0.52076329207643,0.70082306958401,0.00225009128280661,0.00441015290094046
24,Southern,10-19,1.20400005883835,0.454103723203581,0.00258251196943927,0.00506182860792464
24,Southern,20-29,1.03853329811082,0.538067301864466,0.00211773521414624,0.00415076257382661
24,Southern,30-39,0.961569237903677,0.591202044874473,0.0031201146884354,0.00611551858942643
24,Southern,40-49,0.888694091530018,0.611946418712038,0.0056246120598729,0.0110251645100144
24,Southern,Over 50,0.588430814568116,0.646505488258685,0.00387671534652514,0.00759855316637584
25,Northern,10-19,1.18686510351998,0.511081147668733,0.00202968250320929,0.0039781805486756
25,Northern,20-29,0.987788848455103,0.597604708138762,0.00173984938901901,0.00341007712579739
25,Northern,30-39,0.855398785444911,0.659684481140335,0.0024345750241398,0.00477175802865244
25,Northern,40-49,0.797979284821667,0.677801337216561,0.00378961683703921,0.00742779356033053
25,Northern,Over 50,0.521399134336262,0.696841245675902,0.00222879960714183,0.00436842104906141
25,Southern,10-19,1.20073901144902,0.461556307303136,0.00260111197220704,0.00509828177004567
25,Southern,20-29,1.04261467106974,0.531318419478392,0.0020774288476303,0.00407176106561567
25,Southern,30-39,0.964056255164786,0.59713093234821,0.00312133866772127,0.00611791370861559
25,Southern,40-49,0.895371076471653,0.614287312339682,0.00558743243209385,0.0109522631565663
25,Southern,Over 50,0.587314171529732,0.656761686973941,0.0039030087665337,0.00765008363870229
26,Northern,10-19,1.19344847748611,0.50784385227104,0.00200202465778699,0.0039239700374264
26,Northern,20-29,0.991015066149372,0.592363535468718,0.00171794140623752,0.003367137562192
26,Northern,30-39,0.86249046364456,0.660290869230295,0.00242603202893811,0.00475501309761691
26,Northern,40-49,0.80334387291392,0.679615048740708,0.00377989978134381,0.00740874483800141
26,Northern,Over 50,0.526902245913579,0.692620242745914,0.00220281633193782,0.00431749353409652
26,Southern,10-19,1.2055754337971,0.454809865095706,0.00253172736468001,0.00496228056994286
26,Southern,20-29,1.05350292368069,0.524427021676095,0.00203532481102386,0.0039892360558007
26,Southern,30-39,0.974905170433583,0.590481250111522,0.00305000482969247,0.00597809267299003
26,Southern,40-49,0.908391467495885,0.585419919823321,0.00527084585511354,0.0103316818326658
26,Southern,Over 50,0.590617952560088,0.651504965754073,0.00383783069242261,0.00752232588660819
27,Northern,10-19,1.19394779810792,0.502977720845247,0.00197402570441628,0.00386909141919367
27,Northern,20-29,0.989851312099199,0.591666847276678,0.00170788832804384,0.00334743337209792
27,Northern,30-39,0.858875502378639,0.656253621163935,0.00239674684621533,0.00469761333895123
27,Northern,40-49,0.80924886786016,0.67680387158193,0.0037474355307946,0.00734511123990209
27,Northern,Over 50,0.524997346882319,0.697100672944665,0.00221072436814239,0.00433299288696011
27,Southern,10-19,1.20793967733715,0.461679980497929,0.00255372096596631,0.00500538648654249
27,Southern,20-29,1.05895718229706,0.533424573301637,0.00206162988905642,0.00404079338946991
27,Southern,30-39,0.989821747853325,0.577506562612165,0.00296133848900281,0.00580430151542412
27,Southern,40-49,0.902672358114296,0.575476509971156,0.00512228234137589,0.0100404517940933
27,Southern,Over 50,0.612033900904522,0.633340798892982,0.00366964525375332,0.00719266480968588
28,Northern,10-19,1.19180568984589,0.507548938815279,0.00199144486707707,0.00390323294908143
28,Northern,20-29,0.99336325140305,0.59183925892937,0.00170946174690844,0.00335051729007548
28,Northern,30-39,0.86359758168366,0.665389205530985,0.0024315389670466,0.00476580583407429
28,Northern,40-49,0.806844070514331,0.676776077058249,0.00374578903577083,0.00734188383218954
28,Northern,Over 50,0.529088154655331,0.696826420522793,0.00220572128972489,0.00432318671739572
28,Southern,10-19,1.23888137214998,0.585883738333986,0.00377722328192636,0.00740359407071033
28,Southern,20-29,1.10166633389985,0.661136391396684,0.00299746488578538,0.00587506939302517
28,Southern,30-39,1.0519024406318,0.701997744023565,0.00426142450706657,0.00835261111336492
28,Southern,40-49,0.983466822059084,0.707663906928877,0.00744744353697582,0.0145986783185653
28,Southern,Over 50,0.664954808925691,0.753798461526431,0.0050660146162564,0.00992974906336333
29,Northern,10-19,1.19372426854975,0.504332336804818,0.00196754292169955,0.00385638430700174
29,Northern,20-29,0.992065132412303,0.593149000030623,0.00170635435978667,0.00334442659062173
29,Northern,30-39,0.861532677975196,0.660472171745693,0.00239477625764508,0.00469374990604508
29,Northern,40-49,0.808191638807698,0.6682764455056,0.00367617946451926,0.00720544327032785
29,Northern,Over 50,0.534002131232653,0.697643681410035,0.00219983852592707,0.00431165617204816
29,Southern,10-19,1.24168688831102,0.582177467587919,0.00625707965683172,0.0122653658324591
29,Southern,20-29,1.06251514319157,0.639387077854899,0.00425379840116736,0.00833773835708192
29,Southern,30-39,0.997804322609586,0.715071878980172,0.00635525303058807,0.0124572581262166
29,Southern,40-49,0.922333168976145,0.716078065968058,0.0111291039931773,0.021819023495866
29,Southern,Over 50,0.618525975578905,0.789193577867117,0.00744489114374893,0.0145932905265348
30,Northern,10-19,1.19634892750221,0.498106583549642,0.00193426687718894,0.00379116261214776
30,Northern,20-29,0.998726668800877,0.582179625128035,0.00167009151476302,0.00327335182442866
30,Northern,30-39,0.869041532466283,0.652163634666426,0.00235519490999769,0.00461617006939251
30,Northern,40-49,0.817961468135336,0.668922758318873,0.0036714670541592,0.00719620559423543
30,Northern,Over 50,0.537292583215002,0.689044127850912,0.00216872571871405,0.0042506752685545
30,Southern,10-19,1.24115479863705,0.57851226984177,0.00610212419657652,0.0119615546270329
30,Southern,20-29,1.06263701604226,0.637130134789815,0.00419518789836548,0.00822284871176266
30,Southern,30-39,0.995973499631245,0.718761217353308,0.00628392459303932,0.0123174055054945
30,Southern,40-49,0.903857701254646,0.736867821801941,0.0111710771236192,0.0219010026410972
30,Southern,Over 50,0.612301851838257,0.785337698016709,0.00732331179492961,0.0143549383387105
31,Northern,10-19,1.19686462159271,0.495803087441942,0.00190898340722343,0.00374160586294069
31,Northern,20-29,0.999953863251957,0.577479443875752,0.00164971907612015,0.00323342191337184
31,Northern,30-39,0.863796218952607,0.655502316751837,0.00235760171471978,0.00462088680090107
31,Northern,40-49,0.809985045791311,0.674470425858133,0.00368414589814843,0.00722105405600867
31,Northern,Over 50,0.533938042257471,0.692978429905711,0.00216750583756257,0.00424828368335316
